2	1	26000000	1.503
2	2	17000000	0.853
2	3	12000000	1.252
2	4	8750000	0.914
2	5	7300000	1.097
2	6	6000000	1.02
2	7	4500000	1.289
2	8	4000000	1.147
2	12	2000000	1.476
4	1	30000000	1.458
4	2	8600000	1.738
4	3	3200000	4.566
4	4	1600000	2.708
4	5	900000	4.893
4	6	600000	3.385
4	7	400000	4.45
4	8	300000	3.791
4	12	800000	3.661
5	1	25000000	1.535
5	2	6300000	1.962
5	3	2000000	6.081
5	4	9000000	3.602
5	5	430000	7.579
5	6	250000	3.967
5	7	150000	6.572
5	8	100000	4.642
5	12	22000	5.675
6	1	24000000	1.69
6	2	4700000	2.451
6	3	1300000	8.603
6	4	550000	4.296
6	5	250000	9.702
6	6	120000	5.696
6	7	70000	10.547
6	8	40000	7.108
6	12	6500	9.568
8	1	21000000	3.056
8	2	3300000	2.426
8	3	770000	12.926
8	4	230000	6.74
8	5	87000	18.457
8	6	35000	10.854
