2	1	1	1.500017
2	2	1	1.500067
2	3	1	1.500044
2	4	1	1.500156
2	5	1	1.500189
2	6	1	1.50027
2	7	1	1.500452
2	8	1	1.500493
2	12	1	1.502098
4	1	1	1.500057
4	2	1	1.50021
4	3	1	1.500225
4	4	1	1.500473
4	5	1	1.501211
4	6	1	1.502836
4	7	1	1.502496
4	8	1	1.502747
4	12	1	1.620542
5	1	1	1.500008
5	2	1	1.500002
5	3	1	1.500244
5	4	1	1.500198
5	5	1	1.501951
5	6	1	1.501013
5	7	1	1.517976
5	8	1	1.544642
5	12	1	2.012888
6	1	1	1.500061
6	2	1	1.500037
6	3	1	1.500498
6	4	1	1.500575
6	5	1	1.505413
6	6	1	1.504882
6	7	1	1.531402
6	8	1	1.51329
6	12	1	2.885247
8	1	1	1.50007
8	2	1	1.500177
8	3	1	1.502913
8	4	1	1.502153
8	5	1	1.501624
8	6	1	1.535438
