2	1	1	1.215
2	2	1	1.051
2	3	1	1.197
2	4	1	1.124
2	5	1	1.12
2	6	1	1.2
2	7	1	1.628
2	8	1	1.001
2	12	1	1.053
4	1	1	1.217
4	2	1	1.578
4	3	1	1.357
4	4	1	1.326
4	5	1	1.999
4	6	1	1.173
4	7	1	1.432
4	8	1	1.514
4	12	1	1.462
5	1	1	1.194
5	2	1	1.095
5	3	1	1.427
5	4	1	1.681
5	5	1	1.696
5	6	1	1.83
5	7	1	1.56
5	8	1	1.362
5	12	1	1.955
6	1	1	0.783
6	2	1	1.255
6	3	1	1.39
6	4	1	1.001
6	5	1	1.207
6	8	1	1.158
6	12	1	1.33
6	16	1	1.33
6	20	1	1.33
8	1	1	0.783
8	2	1	1.255
8	3	1	1.39
8	4	1	1.001
8	5	1	1.207
8	8	1	1.158
8	12	1	1.33
8	16	1	1.33
