2	1	800000	0.098809
2	2	300000	0.395217
2	3	200000	0.520291
2	4	130000	0.523376
2	5	100000	0.204557
2	6	70000	0.288256
2	7	60000	0.292774
2	8	45000	0.56616
2	12	17000	0.428284
4	1	400000	0.303438
4	2	110000	0.47429
4	3	55000	0.556698
4	4	30000	0.356735
4	5	15000	0.602142
4	6	8000	0.51292
4	7	6000	0.602347
4	8	4000	0.792075
4	12	1000	0.919161
5	1	250000	0.618955
5	2	75000	0.824726
5	3	27000	0.973396
5	4	12000	1.007407
5	5	6000	0.896339
5	6	3500	0.969758
5	7	2000	1.034221
5	8	1300	1.047186
5	12	300	1.078123
6	1	230000	0.913809
6	2	53000	0.974664
6	3	19000	1.063098
6	4	7500	1.05985
6	5	3500	1.065178
6	6	1500	1.123777
6	7	800	0.927486
6	8	500	1.028923
6	12	90	1.073262
8	1	180000	0.768405
8	2	32000	0.947297
8	3	9000	1.015926
8	4	3000	1.043043
8	5	1200	0.919553
8	6	500	1.06602
